m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
warszawa;;70.0;3.0;1.0;1.0;2010.0;52.2463;21.0695;kwi.77;22.0;0.285;0.478;0.531;0.366;0.162;0.523;0.108;condominium;brick;;yes;no;yes;no;no;1130000
warszawa;apartmentBuilding;100.0;4.0;;6.0;2000.0;52.19301;21.kwi;kwi.97;4.0;0.351;0.446;0.814;0.618;0.451;2.356;0.549;condominium;brick;;no;no;yes;no;no;1950000
warszawa;blockOfFlats;79.4;3.0;9.0;9.0;1998.0;52.232444;20.9884934;01.mar;73.0;0.044;0.163;0.203;0.193;0.104;1.124;0.1;condominium;;;no;yes;yes;no;no;1750000
warszawa;apartmentBuilding;51.0;2.0;4.0;4.0;2018.0;52.16279;21.07965;wrz.25;25.0;0.751;1.805;0.223;0.4;0.054;2.283;0.19;condominium;brick;;no;yes;no;no;no;1060000
warszawa;blockOfFlats;108.0;5.0;3.0;4.0;1999.0;52.2378;21.1195;lip.92;11.0;0.457;0.938;0.467;0.152;0.075;0.739;0.079;cooperative;brick;;yes;no;no;no;no;1150000
warszawa;tenement;59.5;2.0;2.0;4.0;1921.0;52.2096687;21.0381614;03.kwi;11.0;0.104;0.801;0.884;0.149;0.297;1.558;0.442;condominium;brick;low;no;yes;no;no;yes;850000
warszawa;blockOfFlats;55.75;2.0;2.0;4.0;;52.21205;21.04663;mar.66;8.0;0.121;1.128;0.694;0.385;0.03;2.007;0.523;condominium;;;no;yes;yes;no;no;819000
warszawa;;42.0;3.0;1.0;2.0;2010.0;52.3289879;21.0076793;paü.82;0.0;0.548;2.659;0.702;0.914;1.398;4.086;1.465;condominium;;;no;no;no;yes;no;495000
warszawa;;61.0;2.0;;5.0;2008.0;52.2628;21.0368;kwi.13;30.0;0.083;0.312;0.114;0.282;0.139;0.483;0.108;condominium;;;yes;no;yes;no;no;730000
warszawa;blockOfFlats;50.0;2.0;8.0;24.0;2022.0;52.2271606;20.95660948;mar.24;12.0;0.147;0.191;0.625;0.057;0.101;0.758;0.088;condominium;;premium;yes;yes;yes;no;yes;1384200
warszawa;blockOfFlats;66.24;3.0;3.0;5.0;2022.0;52.1745;21.0499;07.sty;8.0;0.306;0.415;0.735;0.415;0.354;2.688;0.066;condominium;brick;;no;no;yes;yes;no;986900
warszawa;blockOfFlats;58.0;3.0;1.0;7.0;2005.0;52.2247;21.0952;cze.29;20.0;0.244;0.273;0.356;0.146;0.283;sty.79;0.198;condominium;;;no;yes;yes;no;no;935000
warszawa;apartmentBuilding;50.78;2.0;3.0;4.0;2021.0;52.15776;21.07611;09.cze;19.0;0.481;1.417;0.511;0.496;0.14;1.778;0.258;condominium;brick;;no;no;yes;yes;no;1100000
warszawa;tenement;58.0;2.0;1.0;1.0;1958.0;52.2324848;21.0154872;0.82;127.0;0.096;0.257;0.408;0.107;0.039;0.093;0.084;condominium;brick;;no;yes;no;no;yes;1430000
warszawa;apartmentBuilding;42.94;2.0;5.0;7.0;2018.0;52.2285786;20.9313217;kwi.93;9.0;0.628;0.808;0.643;0.271;0.224;0.97;0.255;condominium;brick;premium;yes;yes;yes;no;no;1150000
warszawa;blockOfFlats;60.0;3.0;;3.0;;52.16189;21.02936;lip.96;16.0;0.155;0.373;0.496;0.2;0.031;sty.99;0.055;condominium;;;no;no;no;no;yes;870000
warszawa;tenement;63.9;3.0;1.0;3.0;;52.2338;21.0183;01.mar;118.0;0.187;0.202;0.432;0.036;0.042;0.32;0.116;condominium;brick;premium;yes;no;no;no;no;1699000
warszawa;apartmentBuilding;116.7;4.0;7.0;7.0;2013.0;52.2302;20.9851;sty.27;53.0;0.242;0.166;0.361;0.121;0.139;1.445;0.294;condominium;brick;;yes;yes;yes;no;no;2500000
warszawa;apartmentBuilding;28.28;1.0;4.0;7.0;2020.0;52.1764995;20.9926247;cze.18;20.0;0.568;0.087;0.76;0.287;0.035;1.894;0.057;condominium;brick;premium;no;no;yes;no;no;510000
warszawa;;66.63;3.0;4.0;22.0;;52.23338;20.98782;01.wrz;68.0;0.131;0.242;0.315;0.202;0.028;1.046;0.105;condominium;;;no;no;yes;no;no;1500000
warszawa;apartmentBuilding;73.0;3.0;5.0;8.0;2022.0;52.2328;20.9858;sty.22;67.0;0.162;0.127;0.365;0.077;0.039;1.168;0.089;condominium;brick;;yes;yes;yes;no;no;1360000
warszawa;;61.0;4.0;2.0;2.0;2006.0;52.3289879;21.0076793;paü.82;0.0;0.548;2.659;0.702;0.914;1.398;4.086;1.465;condominium;;;yes;no;no;no;yes;737000
warszawa;blockOfFlats;57.2;2.0;;4.0;;52.23058572;20.99882126;0.35;60.0;0.034;0.119;0.075;0.238;0.065;0.716;0.238;cooperative;;;no;no;yes;no;yes;989000
warszawa;;54.0;3.0;8.0;10.0;;52.23442;21.0659;kwi.26;21.0;0.203;0.447;0.177;0.108;0.151;0.509;0.142;condominium;;;no;yes;no;no;yes;620000
warszawa;blockOfFlats;36.9;2.0;1.0;5.0;1992.0;52.2355;21.0077;0.51;61.0;0.323;0.595;0.207;0.297;0.081;0.289;0.135;condominium;brick;;no;yes;no;no;no;880000
warszawa;;93.5;3.0;2.0;4.0;2008.0;52.17292;21.05425;lip.39;9.0;0.412;0.087;0.532;0.36;0.34;2.506;0.137;condominium;;;no;no;no;no;no;1680000
warszawa;;75.1;3.0;4.0;4.0;2008.0;52.2409067;20.9113297;cze.36;15.0;0.505;0.206;0.353;0.543;0.031;2.048;0.155;condominium;;;yes;no;yes;yes;no;1050000
warszawa;apartmentBuilding;63.0;3.0;;5.0;2019.0;52.280873;21.048619;cze.27;14.0;0.187;0.424;0.905;0.639;0.096;01.lut;0.385;condominium;brick;;no;yes;yes;no;no;1200000
warszawa;tenement;60.0;3.0;;3.0;1920.0;52.23339812;21.01959229;01.lis;103.0;0.154;0.207;0.339;0.129;0.025;0.282;0.18;condominium;brick;;no;no;no;no;yes;1300000
warszawa;blockOfFlats;91.0;4.0;;3.0;1970.0;52.28978355;21.05602794;lip.38;15.0;0.383;0.727;0.592;0.102;0.186;1.352;0.554;condominium;;;no;yes;no;no;no;1092000
warszawa;;96.0;3.0;3.0;3.0;1906.0;52.2628;21.0368;kwi.13;30.0;0.083;0.312;0.114;0.282;0.139;0.483;0.108;condominium;brick;premium;no;no;no;no;yes;1680000
warszawa;blockOfFlats;50.0;2.0;;6.0;2000.0;52.1886;20.9009;sie.48;17.0;0.329;3.188;0.483;0.479;0.069;;0.117;condominium;;;yes;no;yes;no;no;649000
warszawa;apartmentBuilding;86.8;3.0;5.0;6.0;2002.0;52.194799;20.9000665;sie.16;20.0;0.168;2.678;0.358;0.198;0.143;kwi.63;0.15;condominium;brick;premium;yes;no;yes;no;no;1090000
warszawa;apartmentBuilding;60.82;2.0;3.0;4.0;2011.0;52.18979;20.9232;lip.19;0.0;1.199;2.459;1.127;0.923;0.556;4.068;1.037;condominium;brick;;no;no;yes;no;no;838462
warszawa;apartmentBuilding;61.0;3.0;2.0;5.0;2022.0;52.2382366;20.9839103;sty.52;64.0;0.2;0.42;0.422;0.144;0.099;0.823;0.286;cooperative;brick;;yes;yes;yes;no;no;1200000
warszawa;tenement;56.0;2.0;5.0;8.0;1955.0;52.2502507;20.9953916;lut.14;52.0;0.261;0.27;0.146;0.063;0.196;0.273;0.17;condominium;brick;;no;no;yes;no;yes;1230000
warszawa;tenement;117.0;6.0;3.0;4.0;1938.0;52.20663361;21.01585865;lut.91;34.0;0.106;0.311;0.292;0.327;0.124;0.148;0.255;condominium;brick;premium;yes;yes;no;no;yes;1999900
warszawa;;149.7;5.0;3.0;8.0;1995.0;52.2356954;20.9898962;01.mar;86.0;0.077;0.295;0.436;0.29;0.049;0.753;0.07;condominium;;;no;no;yes;no;no;2000000
warszawa;blockOfFlats;75.0;3.0;4.0;7.0;1994.0;52.2347765;20.9907127;0.94;89.0;0.192;0.26;0.325;0.277;0.068;0.829;0.062;condominium;brick;;yes;yes;yes;no;no;1237500
warszawa;;120.0;4.0;1.0;5.0;1998.0;52.25197;20.98838;lut.48;60.0;0.085;0.182;0.095;0.11;0.117;0.091;0.072;condominium;;;no;yes;yes;no;no;1799000
warszawa;apartmentBuilding;63.0;3.0;2.0;4.0;2008.0;52.1781094;21.0211711;06.sie;14.0;0.125;0.081;0.502;0.457;;1.984;0.458;condominium;brick;premium;yes;no;yes;no;no;1200000
warszawa;;91.3;4.0;1.0;4.0;1929.0;52.21792;21.001;sty.54;11.0;0.156;0.498;0.376;0.19;0.231;0.771;0.723;condominium;;;no;yes;no;no;yes;1670000
warszawa;blockOfFlats;43.0;3.0;;10.0;1968.0;52.23863;20.98845;sty.28;73.0;0.114;0.505;0.186;0.276;0.059;0.544;0.049;condominium;concreteSlab;;no;no;yes;no;no;680000
warszawa;blockOfFlats;80.0;4.0;1.0;3.0;1994.0;52.2567;20.9367;maj.33;7.0;0.762;0.976;1.036;0.272;0.525;1.231;0.312;cooperative;brick;;no;yes;no;no;yes;950000
warszawa;;121.0;6.0;8.0;10.0;2002.0;52.18523;21.02176;maj.32;23.0;0.231;0.445;0.139;0.122;0.12;1.476;0.189;condominium;;;no;yes;no;no;no;1699000
warszawa;tenement;122.0;5.0;4.0;4.0;1927.0;52.20406;21.01306;mar.14;25.0;0.18;0.225;0.083;0.077;0.206;0.462;0.261;condominium;brick;;no;yes;no;no;yes;1988000
warszawa;blockOfFlats;65.0;3.0;3.0;3.0;1988.0;52.2262750679248;21.1045964707824;cze.91;15.0;0.281;0.704;0.295;0.206;0.287;1.622;0.126;condominium;concreteSlab;;no;yes;no;no;yes;830000
warszawa;blockOfFlats;80.0;4.0;1.0;2.0;1995.0;52.24332161;20.92389965;maj.58;4.0;0.452;0.728;0.546;0.112;0.667;1.152;0.424;condominium;brick;;no;no;no;no;no;1090000
warszawa;blockOfFlats;145.5;6.0;1.0;7.0;1998.0;52.2532;20.984;lut.74;46.0;0.164;0.063;0.257;0.072;0.153;0.241;0.093;cooperative;brick;;no;yes;yes;yes;yes;1799000
warszawa;tenement;122.0;5.0;4.0;4.0;1927.0;52.2036109;21.011942;mar.18;26.0;0.267;0.267;0.171;0.153;0.147;0.538;0.2;cooperative;brick;;no;yes;no;no;no;2018000
warszawa;blockOfFlats;122.8;5.0;10.0;10.0;1998.0;52.23256925;20.98627595;sty.18;68.0;0.122;0.11;0.324;0.064;0.058;1.174;0.052;cooperative;brick;;no;yes;yes;yes;no;2456000
warszawa;tenement;51.0;3.0;2.0;4.0;1936.0;52.22654082;20.97818778;sty.82;24.0;0.171;0.423;0.542;0.26;0.097;1.519;0.461;condominium;brick;;no;yes;yes;no;no;910000
warszawa;;93.5;3.0;2.0;4.0;2008.0;52.17292;21.05425;lip.39;9.0;0.412;0.087;0.532;0.36;0.34;2.506;0.137;condominium;;;no;no;no;no;no;1680000
warszawa;blockOfFlats;55.0;3.0;;4.0;1973.0;52.25354;21.05053;04.sty;28.0;0.176;0.505;0.175;0.24;0.019;0.173;0.116;condominium;concreteSlab;;no;no;no;no;yes;780000
warszawa;blockOfFlats;42.0;2.0;4.0;4.0;1970.0;52.1945;20.96765;kwi.81;9.0;0.246;0.849;0.217;0.046;0.3;2.238;0.614;condominium;concreteSlab;;no;yes;no;no;yes;649000
warszawa;;81.0;3.0;2.0;3.0;2000.0;52.13675;21.01358;paü.58;7.0;0.466;0.703;1.087;0.456;0.258;2.071;0.517;condominium;;low;no;yes;no;no;no;850500
warszawa;apartmentBuilding;70.77;3.0;;6.0;2019.0;52.1819008;21.04366316;cze.18;6.0;0.379;0.388;0.617;0.41;0.169;2.978;0.551;condominium;brick;premium;yes;yes;yes;no;no;1250000
warszawa;apartmentBuilding;93.5;3.0;2.0;4.0;2008.0;52.1754922;21.0433313;cze.81;12.0;0.36;0.18;1.169;0.228;0.199;2.867;0.345;condominium;brick;;yes;no;yes;no;no;1750000
warszawa;blockOfFlats;43.55;2.0;3.0;3.0;2016.0;52.23940055;21.11878704;lip.89;9.0;0.498;0.757;0.492;0.273;0.11;0.638;0.243;condominium;;premium;no;yes;yes;no;no;700000
warszawa;;57.0;2.0;3.0;3.0;1993.0;52.1301202;21.0750677;12.mar;25.0;0.165;0.108;0.186;0.123;0.091;0.933;0.332;condominium;;;no;no;no;no;no;710000
warszawa;tenement;55.86;2.0;;2.0;1939.0;52.2271;21.0594;mar.84;18.0;0.248;0.644;0.495;0.29;0.288;0.613;0.399;condominium;brick;premium;no;no;no;no;no;1160000
warszawa;blockOfFlats;70.0;3.0;5.0;8.0;1983.0;52.2550364;20.9147986;cze.58;17.0;0.474;0.429;0.782;0.216;0.28;2.014;0.23;condominium;concreteSlab;;yes;yes;yes;no;yes;910000
warszawa;;64.0;3.0;;3.0;;52.19319;20.8934;sie.64;15.0;0.179;2.882;0.033;0.221;0.468;;0.1;condominium;;;no;no;no;no;yes;727000
warszawa;;74.0;3.0;1.0;5.0;;52.23386;21.1271;sie.42;4.0;0.55;1.578;1.031;0.342;0.38;1.403;0.523;condominium;;;no;no;yes;no;no;899000
warszawa;apartmentBuilding;32.0;1.0;2.0;12.0;2018.0;52.22835;20.95427;mar.38;15.0;0.068;0.107;0.573;0.25;0.173;0.637;0.278;condominium;brick;;yes;yes;yes;no;no;800000
warszawa;apartmentBuilding;40.0;2.0;2.0;12.0;2018.0;52.22835;20.95427;mar.38;15.0;0.068;0.107;0.573;0.25;0.173;0.637;0.278;condominium;brick;;yes;yes;yes;no;no;1000000
warszawa;apartmentBuilding;81.0;3.0;8.0;9.0;2021.0;52.2575775;20.9681459;mar.75;32.0;0.389;0.265;0.201;0.022;0.094;0.761;0.494;condominium;brick;premium;yes;no;yes;no;yes;2025000
warszawa;blockOfFlats;56.5;3.0;;10.0;;52.28308;20.96345;cze.33;6.0;0.36;0.259;0.836;0.3;0.603;1.312;0.6;condominium;;;no;no;yes;no;no;799000
warszawa;tenement;50.0;2.0;3.0;4.0;1938.0;52.23908653;21.02497215;sty.67;60.0;0.11;0.48;0.322;0.053;0.019;0.703;0.184;condominium;brick;;no;no;no;no;yes;1107000
warszawa;apartmentBuilding;56.0;3.0;8.0;15.0;2021.0;52.28169115;20.92029022;lip.94;7.0;0.334;1.337;0.675;0.378;0.17;1.396;0.187;condominium;brick;premium;yes;yes;yes;no;no;1000000
warszawa;blockOfFlats;41.0;2.0;3.0;11.0;1964.0;52.1942;21.0347;kwi.68;4.0;0.389;0.738;0.779;0.368;0.46;2.013;0.526;cooperative;;;yes;no;yes;no;no;655000
warszawa;;142.7;6.0;3.0;3.0;2000.0;52.252213;20.913506;cze.54;17.0;0.441;0.586;0.752;0.358;0.12;1.957;0.102;condominium;brick;;no;no;no;no;no;1600000
warszawa;apartmentBuilding;108.48;5.0;3.0;3.0;2022.0;52.2319944;20.9180143;maj.83;9.0;0.499;0.292;0.484;0.083;0.184;sty.95;0.386;condominium;brick;;yes;no;yes;yes;no;2140000
warszawa;blockOfFlats;42.25;2.0;;4.0;1956.0;52.1910689;20.8962029;08.cze;21.0;0.175;3.098;0.279;0.094;0.308;;0.212;condominium;brick;;no;no;;no;no;570000
warszawa;blockOfFlats;51.0;3.0;;10.0;1968.0;52.2695;20.948;maj.65;18.0;0.473;0.862;0.223;0.146;0.222;0.54;0.151;condominium;concreteSlab;;no;no;yes;no;yes;649000
warszawa;blockOfFlats;40.5;2.0;3.0;11.0;1964.0;52.19904039;21.00355482;mar.63;21.0;0.205;0.494;0.545;0.073;0.127;0.759;0.144;cooperative;concreteSlab;low;yes;yes;yes;no;yes;669000
warszawa;apartmentBuilding;90.86;3.0;6.0;6.0;2019.0;52.1836721;21.0456837;06.cze;7.0;0.218;0.215;0.395;0.493;0.103;3.038;0.416;condominium;brick;premium;yes;yes;yes;no;no;1880000
warszawa;apartmentBuilding;86.83;3.0;2.0;4.0;2017.0;52.1547875;21.07232935;wrz.75;9.0;0.288;1.158;0.687;0.377;0.488;1.408;0.11;condominium;brick;premium;yes;yes;yes;no;no;1710000
warszawa;;76.3;3.0;5.0;5.0;1996.0;52.1378544;21.0291229;paü.58;3.0;0.754;0.703;0.706;0.119;0.501;1.139;0.425;cooperative;brick;;no;no;yes;yes;yes;1119500
warszawa;blockOfFlats;60.0;3.0;;;;52.1646041;21.030006;lip.68;11.0;0.055;0.545;0.662;0.082;0.321;2.225;0.271;condominium;;low;no;no;;no;no;760000
warszawa;;53.0;2.0;2.0;5.0;1900.0;52.2296756;21.0122287;0.63;113.0;0.243;0.131;0.26;0.274;0.059;0.229;0.142;condominium;brick;;no;no;no;no;no;1100000
warszawa;blockOfFlats;64.0;3.0;9.0;11.0;1985.0;52.15214895;21.03427126;09.wrz;23.0;0.137;0.405;0.213;0.105;0.192;0.867;0.273;condominium;concreteSlab;premium;no;yes;yes;no;yes;895000
warszawa;apartmentBuilding;90.2;4.0;17.0;24.0;2022.0;52.22749;20.95609;mar.27;12.0;0.182;0.153;0.611;0.101;0.148;0.729;0.132;condominium;brick;;no;no;yes;no;no;2074600
warszawa;apartmentBuilding;80.33;3.0;17.0;24.0;2022.0;52.22742;20.95609;mar.27;12.0;0.182;0.153;0.607;0.094;0.14;0.727;0.125;condominium;brick;;no;no;yes;no;no;1927920
warszawa;tenement;60.0;2.0;2.0;4.0;1930.0;52.20803875;21.05008119;04.gru;11.0;0.168;0.758;0.218;0.123;0.213;2.359;0.181;condominium;brick;;no;yes;no;no;yes;855000
warszawa;tenement;59.5;2.0;2.0;4.0;1935.0;52.20787488;21.04996562;kwi.13;12.0;0.188;0.738;0.218;0.139;0.217;2.351;0.167;condominium;brick;low;no;yes;no;no;yes;850000
warszawa;blockOfFlats;51.0;2.0;9.0;10.0;1984.0;52.2462;21.0866;maj.88;45.0;0.379;0.717;0.028;0.062;0.103;0.381;0.064;condominium;concreteSlab;;no;no;yes;no;yes;738000
warszawa;;65.0;3.0;3.0;3.0;1990.0;52.16374;21.03557;lip.87;17.0;0.356;0.373;0.436;0.3;0.294;01.wrz;0.239;condominium;;;no;yes;no;no;yes;980000
warszawa;blockOfFlats;80.4;4.0;1.0;3.0;1994.0;52.252;20.925;maj.81;25.0;0.245;0.317;0.098;0.195;0.454;1.246;0.042;cooperative;brick;;no;yes;no;no;yes;950000
warszawa;apartmentBuilding;62.5;3.0;3.0;4.0;2010.0;52.16674;21.07627;sie.76;18.0;0.645;1.593;0.126;0.078;0.286;2.414;0.184;condominium;brick;;no;yes;yes;yes;no;1115000
warszawa;apartmentBuilding;80.0;3.0;1.0;7.0;2006.0;52.2005721;21.029504;mar.89;24.0;0.28;0.292;0.022;0.202;0.059;sty.26;0.231;condominium;brick;;no;yes;yes;no;no;1399000
warszawa;blockOfFlats;53.44;2.0;5.0;6.0;1953.0;52.2462;20.9915;sty.81;35.0;0.062;0.509;0.383;0.067;0.158;0.121;0.244;condominium;brick;;no;yes;yes;no;no;880000
warszawa;tenement;53.22;3.0;2.0;3.0;1934.0;52.2266495;21.0360237;lut.28;22.0;0.202;1.126;0.597;0.084;0.219;1.088;0.263;condominium;brick;;no;no;no;no;yes;1064400
warszawa;apartmentBuilding;149.0;6.0;5.0;7.0;1998.0;52.233104;20.9912031;0.86;87.0;0.242;0.269;0.21;0.39;0.086;1.0;0.06;cooperative;brick;;yes;yes;yes;no;no;2100000
warszawa;apartmentBuilding;61.0;2.0;1.0;5.0;2006.0;52.283333;21.033333;06.wrz;6.0;0.446;0.372;0.71;0.389;0.59;2.038;0.245;condominium;brick;;no;yes;yes;yes;no;908900
warszawa;apartmentBuilding;70.0;3.0;2.0;5.0;2018.0;52.25537;21.08411;06.sie;3.0;0.665;0.658;01.sty;0.202;0.274;1.059;0.558;condominium;brick;;yes;yes;yes;no;no;1150000
warszawa;apartmentBuilding;56.72;3.0;1.0;2.0;2020.0;52.18004;21.10072;sie.77;1.0;1.616;mar.26;1.759;0.86;0.371;4.633;1.694;condominium;brick;;no;yes;yes;yes;no;795000
warszawa;blockOfFlats;104.0;4.0;1.0;5.0;1978.0;52.25166;21.00513;lut.22;55.0;0.016;0.424;0.545;0.088;0.149;0.428;0.136;condominium;;premium;no;yes;yes;no;yes;2500000
warszawa;;70.0;3.0;2.0;5.0;2019.0;52.25437;21.08311;maj.97;7.0;0.543;0.663;0.917;0.139;0.144;0.937;0.435;condominium;;;no;yes;no;no;no;1150000
warszawa;tenement;40.34;2.0;1.0;4.0;1936.0;52.23861;21.02852;sty.86;45.0;0.231;0.299;0.103;0.271;0.075;0.725;0.074;condominium;brick;;no;no;yes;no;yes;899000
warszawa;;49.23;2.0;18.0;25.0;2017.0;52.2335538;21.1125775;lip.43;12.0;0.216;0.984;0.374;0.456;0.276;0.802;0.417;condominium;brick;premium;no;no;yes;no;no;850000
warszawa;blockOfFlats;42.5;2.0;2.0;4.0;2008.0;52.3109;21.0648;wrz.74;12.0;0.235;2.719;0.468;0.202;0.126;2.944;0.147;condominium;;;yes;yes;yes;yes;yes;730000
warszawa;blockOfFlats;61.0;2.0;2.0;2.0;2002.0;52.283577;21.0471094;cze.48;11.0;0.31;0.412;0.605;0.417;0.374;1.306;0.373;condominium;;;no;yes;yes;no;no;949000
warszawa;blockOfFlats;68.3;3.0;8.0;10.0;1983.0;52.278487;20.9798008;maj.45;12.0;0.375;0.862;0.434;0.284;0.411;1.345;0.396;cooperative;;;no;yes;yes;no;no;999000
warszawa;apartmentBuilding;130.0;4.0;3.0;10.0;2004.0;52.22256281;20.98539047;01.cze;38.0;0.163;0.453;0.085;0.541;0.049;1.201;0.111;condominium;brick;;yes;yes;yes;no;yes;1600000
warszawa;blockOfFlats;38.46;2.0;1.0;10.0;1965.0;52.23541;20.978092;sty.78;38.0;0.152;0.236;0.588;0.233;0.153;1.325;0.167;condominium;concreteSlab;;no;yes;yes;no;yes;650000
warszawa;apartmentBuilding;83.45;3.0;1.0;7.0;2015.0;52.231;20.9776;sty.77;28.0;0.334;0.364;0.768;0.13;0.038;1.666;0.086;condominium;brick;;no;no;yes;yes;no;1999000
warszawa;;47.71;2.0;;;;52.1723;20.9996;cze.61;24.0;0.061;0.114;0.318;0.239;0.068;2.229;0.223;condominium;;;no;no;;no;no;720000
warszawa;apartmentBuilding;98.4;4.0;13.0;14.0;2004.0;52.2210605;20.9852967;sty.72;32.0;0.162;0.33;0.084;0.396;0.03;1.034;0.14;condominium;brick;premium;no;no;yes;no;no;1895000
warszawa;blockOfFlats;38.0;2.0;3.0;4.0;1968.0;52.2928;20.9428;lip.95;15.0;0.171;0.209;0.207;0.077;0.359;1.178;0.388;condominium;;;no;no;no;no;yes;550000
warszawa;;47.0;3.0;4.0;9.0;;52.194157;21.0346955;kwi.68;4.0;0.392;0.735;0.783;0.373;0.463;2.017;0.53;condominium;;;no;no;yes;no;no;625000
warszawa;;41.0;2.0;3.0;10.0;1965.0;52.2296756;21.0122287;0.63;113.0;0.243;0.131;0.26;0.274;0.059;0.229;0.142;cooperative;;;no;no;no;no;yes;545000
warszawa;tenement;39.24;2.0;;4.0;1935.0;52.2203968;20.9808537;sty.99;37.0;0.233;0.271;0.233;0.323;0.067;0.99;0.187;condominium;brick;;no;no;;no;no;740000
warszawa;;55.42;2.0;;8.0;2001.0;52.19884;20.97613;04.lis;21.0;0.373;0.108;0.236;0.185;0.128;1.547;0.179;condominium;;;no;no;no;no;no;739000
warszawa;blockOfFlats;72.0;3.0;8.0;10.0;2014.0;52.2219685708077;21.0927438824827;cze.17;12.0;0.508;0.58;0.464;0.362;0.095;1.858;0.221;condominium;brick;premium;yes;yes;yes;yes;no;1150000
warszawa;apartmentBuilding;65.1;2.0;1.0;4.0;2007.0;52.15606;21.07051;wrz.57;12.0;0.131;1.024;0.536;0.196;0.456;1.352;0.163;condominium;brick;;no;yes;yes;yes;no;1120000
warszawa;apartmentBuilding;97.0;4.0;;1.0;2005.0;52.26671969;21.16378784;lis.58;11.0;0.247;3.723;0.868;0.268;0.437;4.699;0.441;condominium;brick;premium;yes;no;no;no;no;1285000
warszawa;;47.0;3.0;2.0;10.0;;52.1378544;21.0291229;paü.58;3.0;0.754;0.703;0.706;0.119;0.501;1.139;0.425;cooperative;concreteSlab;;no;no;yes;no;no;650000
warszawa;blockOfFlats;64.0;3.0;4.0;8.0;1994.0;52.2848515;21.03569857;06.mar;8.0;0.215;0.272;0.477;0.395;0.543;1.987;0.288;cooperative;;;no;yes;yes;no;yes;730000
warszawa;blockOfFlats;40.6;2.0;2.0;4.0;1969.0;52.24238;20.99887;sty.23;51.0;0.121;0.12;0.356;0.081;0.275;0.226;0.218;condominium;brick;;no;yes;no;no;no;850000
warszawa;;55.0;2.0;3.0;6.0;2001.0;52.1378544;21.0291229;paü.58;3.0;0.754;0.703;0.706;0.119;0.501;1.139;0.425;cooperative;brick;;no;no;no;yes;no;689000
warszawa;;121.0;4.0;;3.0;2010.0;52.1674748;21.00833532;lip.15;6.0;0.226;0.908;0.48;0.296;0.235;2.772;0.297;condominium;;premium;yes;no;yes;no;no;1970000
warszawa;tenement;38.0;2.0;4.0;4.0;;52.2235203;21.02264569;sty.59;61.0;0.305;0.387;0.383;0.288;0.132;0.657;0.378;condominium;brick;premium;yes;no;;no;no;969000
warszawa;;49.0;3.0;9.0;10.0;1973.0;52.2333751;20.9571835;mar.16;16.0;0.324;0.255;0.629;0.236;0.235;1.121;0.259;cooperative;concreteSlab;low;no;no;no;no;yes;533000
warszawa;;49.0;3.0;9.0;10.0;1973.0;52.2333751;20.9571835;mar.16;16.0;0.324;0.255;0.629;0.236;0.235;1.121;0.259;condominium;concreteSlab;low;no;no;no;no;yes;533000
warszawa;blockOfFlats;45.34;2.0;3.0;3.0;2020.0;52.3521067;21.03845725;13.cze;5.0;1.231;;0.695;0.048;0.715;;0.31;condominium;;;no;yes;yes;no;no;719000
warszawa;blockOfFlats;63.0;2.0;4.0;8.0;1997.0;52.24126;20.97715;02.wrz;29.0;0.252;0.354;0.066;0.043;0.215;1.021;0.228;condominium;;;no;yes;yes;yes;no;945000
warszawa;tenement;70.16;3.0;2.0;4.0;1950.0;52.2058082;21.00733912;lut.89;18.0;0.378;0.278;0.225;0.19;0.142;0.511;0.21;condominium;brick;;no;yes;no;no;yes;1650000
warszawa;tenement;53.09;2.0;4.0;5.0;1958.0;52.2346385;20.9905016;0.95;90.0;0.197;0.28;0.326;0.298;0.081;0.848;0.079;condominium;brick;low;no;yes;yes;no;yes;900000
warszawa;tenement;110.0;4.0;2.0;3.0;1930.0;52.226067;21.034167;lut.18;25.0;0.159;1.092;0.455;0.213;0.193;1.039;0.226;condominium;brick;;yes;yes;no;no;yes;1896000
warszawa;apartmentBuilding;60.0;2.0;2.0;9.0;2008.0;52.2446307;20.9637928;03.lip;18.0;0.323;0.648;0.645;0.089;0.128;1.191;0.143;condominium;brick;;no;yes;yes;no;no;900000
warszawa;tenement;92.0;4.0;2.0;3.0;1895.0;52.2471608;21.0344245;lut.71;15.0;0.319;1.149;0.265;0.337;0.293;0.782;0.518;condominium;brick;;no;yes;no;no;no;1280000
warszawa;apartmentBuilding;60.0;3.0;1.0;6.0;2021.0;52.19989;20.88838105;sie.61;7.0;0.188;2.232;0.85;0.12;0.288;kwi.83;0.496;condominium;brick;;yes;yes;yes;no;no;1150000
warszawa;apartmentBuilding;79.4;3.0;9.0;9.0;1998.0;52.232444;20.9884934;01.mar;73.0;0.044;0.163;0.203;0.193;0.104;1.124;0.1;condominium;brick;;no;yes;yes;no;no;1750000
