m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
lodz;;70.0;2.0;;;;51.75518;19.48175;mar.47;11.0;0.191;0.395;0.133;0.178;0.126;1.418;0.221;condominium;;;no;no;;no;no;2800
lodz;;41.0;2.0;1.0;5.0;;51.7525157;19.4767132;mar.56;12.0;0.121;0.438;0.442;0.556;0.031;1.397;0.439;condominium;;;no;no;yes;no;no;2300
lodz;apartmentBuilding;65.0;3.0;2.0;11.0;;51.7575192;19.4471216;lut.72;11.0;0.209;0.358;0.51;0.412;0.267;1.074;0.273;condominium;brick;;no;yes;yes;yes;yes;3700
lodz;;35.0;1.0;3.0;3.0;;51.7709492;19.4617189;sty.27;41.0;0.31;0.717;0.17;0.032;0.195;0.807;0.18;condominium;;;no;yes;yes;no;no;1350
lodz;blockOfFlats;38.0;2.0;;4.0;;51.7991597;19.3945528;kwi.58;8.0;0.094;3.022;0.818;0.471;0.288;1.084;0.245;condominium;concreteSlab;premium;yes;yes;no;no;yes;1500
lodz;blockOfFlats;61.27;3.0;1.0;1.0;;51.7900553;19.4598247;01.sty;21.0;0.135;0.366;0.314;0.108;0.444;0.903;0.305;condominium;;;no;no;no;no;no;2200
lodz;blockOfFlats;57.0;3.0;10.0;10.0;;51.7764825;19.4690386;sty.13;20.0;0.114;0.308;0.616;0.258;0.209;0.134;0.223;condominium;concreteSlab;;no;yes;yes;no;no;1850
lodz;blockOfFlats;51.0;2.0;2.0;2.0;;51.71849;19.48623;lip.33;24.0;0.387;0.08;0.289;0.373;0.098;1.774;0.119;condominium;;;yes;yes;no;no;no;1900
lodz;tenement;27.36;1.0;4.0;4.0;1900.0;51.76944;19.44196;sty.61;16.0;0.097;0.758;0.218;0.478;0.266;1.751;0.122;condominium;brick;;no;no;no;yes;no;1500
lodz;apartmentBuilding;138.0;6.0;3.0;4.0;2007.0;51.753177;19.481206;mar.64;14.0;0.308;0.202;0.141;0.358;0.057;1.561;0.306;condominium;brick;;yes;no;yes;no;no;4000
lodz;apartmentBuilding;67.0;3.0;7.0;7.0;;51.8002;19.4457;lut.17;11.0;0.508;1.347;0.575;0.021;0.465;1.681;0.43;condominium;brick;;yes;yes;no;no;no;2500
lodz;tenement;90.0;4.0;3.0;3.0;;51.76707573;19.45693258;sty.61;68.0;0.485;0.181;0.127;0.384;0.023;0.777;0.154;condominium;brick;;no;yes;no;no;yes;3300
lodz;apartmentBuilding;52.0;2.0;2.0;2.0;;51.7615882;19.5298898;maj.62;6.0;0.487;0.552;0.746;0.247;0.293;1.383;0.269;condominium;brick;premium;yes;yes;yes;yes;no;2000
lodz;blockOfFlats;50.0;2.0;1.0;4.0;;51.7352810037025;19.4066495905121;06.lis;0.0;1.027;1.241;0.612;0.767;0.727;3.096;0.604;condominium;;;no;yes;no;no;no;2500
lodz;blockOfFlats;62.0;3.0;1.0;4.0;;51.715331;19.4838748;lip.63;21.0;0.138;0.217;0.169;0.075;0.194;1.946;0.277;condominium;;;yes;yes;no;no;no;2200
lodz;blockOfFlats;53.0;3.0;4.0;4.0;;51.7453;19.3877;cze.13;20.0;0.215;0.643;0.199;0.213;0.134;4.514;0.103;condominium;;;no;yes;no;no;yes;2000
lodz;apartmentBuilding;70.0;2.0;2.0;3.0;2013.0;51.773325;19.492939;lut.78;6.0;0.066;1.229;1.112;0.548;0.523;0.142;0.677;condominium;brick;;yes;no;yes;no;no;2400
lodz;blockOfFlats;45.13;2.0;3.0;4.0;1970.0;51.7996694;19.37868;maj.61;16.0;0.166;3.932;0.333;0.131;0.252;1.631;0.324;condominium;concreteSlab;;yes;yes;no;no;yes;2000
lodz;apartmentBuilding;32.0;1.0;4.0;5.0;2022.0;51.7675809;19.4429335;sty.75;16.0;0.313;0.54;0.353;0.266;0.229;1.715;0.265;condominium;brick;;no;no;yes;no;no;1700
lodz;blockOfFlats;37.0;2.0;3.0;4.0;;51.75731;19.41671;mar.75;4.0;0.17;0.932;0.857;0.192;0.514;2.683;0.392;condominium;;;yes;no;;no;no;2000
lodz;blockOfFlats;37.94;2.0;6.0;10.0;1980.0;51.7604083;19.5424986;cze.48;13.0;0.192;0.733;0.562;0.197;0.198;2.079;0.356;condominium;concreteSlab;premium;no;yes;yes;no;yes;1900
lodz;blockOfFlats;47.0;2.0;;10.0;;51.7564212210236;19.5467619973411;cze.92;15.0;0.103;0.786;0.152;0.122;0.319;2.589;0.135;condominium;;;no;yes;no;no;yes;1700
lodz;apartmentBuilding;28.0;1.0;;5.0;2023.0;51.777452;19.46533;0.86;16.0;0.302;0.564;0.525;0.449;0.288;0.408;0.251;condominium;concreteSlab;;no;yes;no;no;no;1500
lodz;;44.7;2.0;;;1966.0;51.8064416;19.460037;02.sie;1.0;0.452;sty.93;0.819;0.6;0.592;2.594;0.91;condominium;;;no;no;;no;no;1900
lodz;blockOfFlats;51.0;2.0;5.0;10.0;1978.0;51.7544935334037;19.5359770267627;cze.34;29.0;0.201;0.115;0.206;0.152;0.131;2.273;0.208;condominium;;;no;yes;yes;no;yes;2300
lodz;apartmentBuilding;65.0;3.0;2.0;3.0;;51.82111495;19.4349742;kwi.61;14.0;0.642;0.435;0.3;0.438;0.397;3.163;0.202;condominium;brick;premium;no;yes;no;no;no;2500
lodz;blockOfFlats;39.0;2.0;5.0;5.0;;51.7520201;19.4921333;kwi.17;3.0;0.322;0.634;0.518;0.551;0.29;2.186;0.517;condominium;;;no;yes;yes;no;no;2000
lodz;apartmentBuilding;38.27;2.0;6.0;6.0;2023.0;51.77855155;19.47640744;sty.52;23.0;0.081;0.58;0.205;0.09;0.032;0.191;0.125;condominium;brick;;yes;yes;yes;yes;yes;2850
lodz;apartmentBuilding;42.46;2.0;6.0;6.0;2023.0;51.77855155;19.47640744;sty.52;23.0;0.081;0.58;0.205;0.09;0.032;0.191;0.125;condominium;brick;;yes;yes;yes;yes;yes;2900
lodz;apartmentBuilding;51.27;2.0;6.0;6.0;2023.0;51.77855155;19.47640744;sty.52;23.0;0.081;0.58;0.205;0.09;0.032;0.191;0.125;condominium;brick;;yes;yes;yes;yes;yes;3400
lodz;blockOfFlats;45.0;2.0;4.0;4.0;;51.7971897;19.4341902;lut.25;15.0;0.116;0.962;0.087;0.159;0.272;sty.45;0.326;condominium;;;yes;yes;no;no;yes;2350
lodz;blockOfFlats;51.0;3.0;1.0;1.0;;51.74581;19.4372359;kwi.15;3.0;0.738;1.031;0.992;0.757;0.458;1.131;0.572;condominium;;;yes;yes;yes;yes;no;2800
lodz;blockOfFlats;27.22;1.0;3.0;11.0;;51.74633;19.49324;kwi.72;19.0;0.386;0.928;0.152;0.061;0.188;lut.47;0.146;condominium;concreteSlab;;no;yes;yes;no;yes;1100
lodz;apartmentBuilding;41.49;2.0;3.0;8.0;2009.0;51.8060724;19.4117287;04.mar;0.0;0.593;2.267;1.444;1.448;0.847;1.612;0.888;condominium;brick;;no;yes;yes;yes;no;2500
lodz;apartmentBuilding;47.0;2.0;3.0;6.0;2023.0;51.7539338241277;19.4808304522738;mar.55;13.0;0.282;0.287;0.123;0.31;0.042;1.479;0.346;condominium;brick;premium;yes;yes;yes;yes;yes;2950
lodz;apartmentBuilding;70.0;3.0;2.0;2.0;;51.778339;19.387223;kwi.66;6.0;0.214;02.sty;0.13;0.721;0.07;1.364;0.063;condominium;brick;;yes;no;no;no;no;2100
lodz;blockOfFlats;32.0;2.0;10.0;10.0;;51.792848;19.4439988;sty.46;14.0;0.382;0.781;0.461;0.112;0.203;0.865;0.401;condominium;;;yes;yes;yes;no;no;1300
lodz;blockOfFlats;28.0;1.0;;3.0;1950.0;51.80166667;19.4325;lut.71;4.0;0.626;1.468;0.426;0.105;0.617;sty.68;0.498;condominium;brick;;no;no;no;no;no;1500
lodz;apartmentBuilding;26.0;1.0;4.0;4.0;;51.7457489;19.4374833;kwi.15;3.0;0.735;01.maj;0.993;0.775;0.458;1.117;0.575;condominium;brick;;yes;yes;yes;yes;no;1500
lodz;blockOfFlats;55.0;2.0;1.0;1.0;;51.7161125;19.4801068;lip.48;18.0;0.165;0.34;0.252;0.077;0.28;1.738;0.222;condominium;;;yes;yes;no;yes;yes;1900
lodz;blockOfFlats;39.0;2.0;3.0;4.0;;51.731525;19.5026437;cze.46;12.0;0.175;1.714;0.753;0.119;0.425;2.375;0.157;condominium;concreteSlab;;no;yes;no;no;no;2000
lodz;blockOfFlats;30.wrz;1.0;1.0;6.0;2024.0;51.7789745;19.4806643;01.sie;21.0;0.194;0.813;0.092;0.157;0.041;0.458;0.317;condominium;;;no;yes;yes;yes;no;2200
lodz;blockOfFlats;43.0;2.0;;10.0;1975.0;51.7916;19.4847;lut.34;11.0;0.354;2.084;0.455;0.188;0.098;1.729;0.066;condominium;concreteSlab;;no;no;yes;no;no;1400
lodz;;52.0;2.0;2.0;3.0;;51.7602263;19.4959378;mar.69;3.0;0.413;0.681;0.416;0.509;0.355;1.347;0.502;condominium;;;no;no;no;no;no;2100
lodz;apartmentBuilding;48.82;2.0;2.0;4.0;2021.0;51.759672;19.470606;lut.66;7.0;0.334;0.635;0.823;0.359;0.198;0.559;0.413;condominium;brick;;no;yes;yes;no;no;2300
lodz;apartmentBuilding;50.0;2.0;4.0;4.0;2009.0;51.821607052742;19.4349857720047;kwi.66;14.0;0.594;0.481;0.273;0.391;0.406;3.114;0.22;condominium;brick;premium;yes;yes;yes;yes;yes;2300
lodz;;65.0;3.0;7.0;10.0;;51.7592485;19.4559833;lut.48;44.0;0.318;0.265;0.288;0.189;0.094;0.955;0.095;condominium;;;no;no;yes;no;no;2000
lodz;apartmentBuilding;80.8;3.0;4.0;4.0;;51.7608586;19.4890756;mar.29;11.0;0.083;0.205;0.08;0.151;0.202;1.256;0.539;condominium;brick;premium;yes;no;yes;no;no;2800
lodz;blockOfFlats;53.0;2.0;5.0;7.0;2015.0;51.7481501;19.4924611;kwi.53;15.0;0.235;0.766;0.139;0.182;0.017;2.406;0.131;condominium;;;no;yes;yes;yes;no;2300
lodz;apartmentBuilding;53.0;3.0;2.0;4.0;2023.0;51.7769889338686;19.4969621014639;lut.95;6.0;0.403;1.722;1.226;0.335;0.344;0.445;0.544;condominium;brick;premium;no;no;yes;yes;no;2300
lodz;blockOfFlats;61.0;3.0;8.0;10.0;;51.7580281;19.5467223;cze.84;16.0;0.181;0.826;0.19;0.254;0.356;2.471;0.229;condominium;concreteSlab;;no;yes;no;no;no;2500
lodz;tenement;36.5;2.0;;;;51.7433892;19.4822765;kwi.64;5.0;0.335;0.809;0.895;0.625;0.295;1.783;0.444;condominium;brick;;no;no;no;yes;no;1600
lodz;tenement;27.0;1.0;;;;51.7433892;19.4822765;kwi.64;5.0;0.335;0.809;0.895;0.625;0.295;1.783;0.444;condominium;brick;;no;yes;no;yes;no;1550
lodz;tenement;68.0;2.0;;;;51.7673011;19.4777289;lut.23;10.0;0.276;0.505;0.847;0.283;0.042;0.796;0.373;condominium;brick;;no;no;no;yes;no;2400
lodz;tenement;30.0;1.0;3.0;4.0;;51.75230182;19.45680832;mar.25;26.0;0.435;0.62;0.33;0.58;0.172;0.403;0.081;condominium;brick;;no;no;no;no;no;2000
lodz;blockOfFlats;50.0;2.0;;;;51.7953802;19.4496011;sty.58;23.0;0.096;0.748;0.033;0.118;0.277;sty.19;0.237;condominium;;;yes;yes;no;no;yes;2000
lodz;;46.0;2.0;2.0;2.0;;51.7633171;19.4688224;lut.24;13.0;0.371;0.782;0.409;0.486;0.303;0.149;0.513;condominium;;;no;no;yes;no;no;2400
lodz;blockOfFlats;47.3;3.0;5.0;10.0;1970.0;51.7372;19.4898;maj.49;18.0;0.156;1.182;0.134;0.244;0.142;sty.69;0.103;condominium;concreteSlab;;no;yes;yes;no;no;1850
lodz;;27.0;1.0;2.0;4.0;;51.748132;19.4750969;mar.97;5.0;0.313;0.089;0.841;0.657;0.519;sty.21;0.468;condominium;;;no;no;;no;no;1400
lodz;;53.0;2.0;1.0;5.0;;51.763494;19.4716132;lut.31;10.0;0.341;0.787;0.528;0.523;0.238;0.311;0.597;condominium;;;yes;yes;yes;yes;yes;2000
lodz;;38.0;2.0;1.0;6.0;2017.0;51.7217328;19.5002946;lip.35;2.0;0.651;1.011;0.9;0.273;0.582;2.387;0.376;condominium;;;no;no;yes;no;no;1850
lodz;apartmentBuilding;56.0;3.0;3.0;8.0;2021.0;51.75622;19.44955;lut.83;10.0;0.149;0.572;0.345;0.585;0.45;0.883;0.437;condominium;brick;;no;yes;yes;no;no;3500
lodz;blockOfFlats;46.0;2.0;;4.0;;51.78647;19.43946;sty.19;17.0;0.191;0.384;0.64;0.08;0.253;0.401;0.218;condominium;;;yes;no;;no;no;1800
lodz;;36.0;2.0;1.0;4.0;2024.0;51.77124;19.47166;sty.63;14.0;0.5;0.333;0.523;0.351;0.075;0.504;0.087;condominium;;;no;no;;no;no;1736
lodz;;51.0;2.0;4.0;4.0;2024.0;51.77124;19.47166;sty.63;14.0;0.5;0.333;0.523;0.351;0.075;0.504;0.087;condominium;;;no;no;;no;no;2372
lodz;;48.0;2.0;1.0;4.0;2024.0;51.77124;19.47166;sty.63;14.0;0.5;0.333;0.523;0.351;0.075;0.504;0.087;condominium;;;no;no;;no;no;2220
lodz;apartmentBuilding;45.0;2.0;6.0;7.0;2019.0;51.75738231;19.45045114;02.lip;13.0;0.216;0.524;0.282;0.463;0.431;0.984;0.348;condominium;brick;;yes;yes;yes;yes;no;2200
lodz;blockOfFlats;46.0;2.0;6.0;7.0;;51.7481501;19.4924611;kwi.53;15.0;0.235;0.766;0.139;0.182;0.017;2.406;0.131;condominium;;;no;yes;yes;yes;no;2000
lodz;blockOfFlats;28.0;1.0;3.0;4.0;;51.7451927699112;19.4977340037396;5.0;15.0;0.225;sty.25;0.356;0.137;0.346;2.647;0.17;condominium;;;no;no;no;no;no;1300
lodz;apartmentBuilding;57.0;3.0;4.0;4.0;2020.0;51.7760449;19.450934;0.66;47.0;0.125;0.199;0.269;0.161;0.229;0.809;0.192;condominium;brick;;no;yes;yes;no;no;3600
lodz;apartmentBuilding;39.0;2.0;1.0;6.0;2022.0;51.7675809;19.4429335;sty.75;16.0;0.313;0.54;0.353;0.266;0.229;1.715;0.265;condominium;brick;;no;yes;yes;no;no;2200
lodz;apartmentBuilding;43.0;2.0;1.0;1.0;;51.781153;19.4336763;sty.45;10.0;0.268;0.828;0.836;0.38;0.682;0.884;0.369;condominium;brick;;no;yes;no;no;no;2400
lodz;;69.0;2.0;3.0;4.0;;51.784147;19.421452;lut.31;12.0;0.42;1.054;0.136;0.275;0.42;0.265;0.443;condominium;;;no;no;no;yes;no;2000
lodz;blockOfFlats;47.0;2.0;3.0;4.0;;51.78915;19.45559;0.85;15.0;0.204;0.074;0.085;0.15;0.426;0.8;0.127;condominium;concreteSlab;;no;yes;no;no;yes;1500
lodz;apartmentBuilding;53.0;2.0;3.0;6.0;2007.0;51.762111;19.465028;lut.27;35.0;0.213;0.496;0.475;0.201;0.161;0.283;0.29;condominium;brick;;yes;yes;yes;no;no;2200
lodz;blockOfFlats;38.9;2.0;5.0;5.0;;51.8002;19.4457;lut.17;11.0;0.508;1.347;0.575;0.021;0.465;1.681;0.43;condominium;brick;;no;no;yes;no;no;1400
lodz;apartmentBuilding;52.01;2.0;3.0;3.0;2017.0;51.7801426;19.3969318;mar.98;1.0;0.705;1.557;0.568;1.252;0.447;1.037;0.591;condominium;brick;;yes;yes;no;no;no;2800
lodz;;27.0;1.0;5.0;5.0;;51.7787144;19.4539869;0.32;48.0;0.318;0.446;0.506;0.299;0.13;0.446;0.037;condominium;;;no;no;yes;no;no;1350
lodz;apartmentBuilding;54.1;3.0;5.0;10.0;2018.0;51.77972358;19.48472859;02.lip;14.0;0.42;1.086;0.384;0.321;0.04;0.747;0.164;condominium;brick;;yes;yes;yes;yes;no;2500
lodz;blockOfFlats;47.0;2.0;1.0;1.0;;51.7904839;19.4563028;1.0;21.0;0.112;0.166;0.145;0.194;0.284;0.941;0.121;condominium;;;no;no;;no;no;1700
lodz;apartmentBuilding;49.19;2.0;4.0;4.0;2020.0;51.7760449;19.450934;0.66;47.0;0.125;0.199;0.269;0.161;0.229;0.809;0.192;condominium;brick;;no;yes;yes;no;no;3200
lodz;;60.0;2.0;1.0;3.0;1950.0;51.771971;19.470413;sty.51;20.0;0.387;0.267;0.44;0.291;0.06;0.417;0.032;condominium;brick;;no;yes;no;no;no;1990
lodz;blockOfFlats;45.0;2.0;3.0;3.0;;51.78461;19.49141;lut.54;3.0;0.688;1.782;1.053;0.371;0.483;sty.13;0.598;condominium;;;yes;yes;no;no;no;2000
lodz;blockOfFlats;56.0;2.0;4.0;4.0;2012.0;51.7345996753432;19.4040226179662;cze.28;0.0;1.043;1.375;0.675;0.82;0.772;3.274;0.658;condominium;brick;;yes;yes;yes;yes;yes;2400
lodz;apartmentBuilding;32.0;1.0;1.0;1.0;;51.781153;19.4336763;sty.45;10.0;0.268;0.828;0.836;0.38;0.682;0.884;0.369;condominium;brick;;no;yes;no;no;no;2050
lodz;blockOfFlats;38.0;2.0;3.0;5.0;;51.7862579799845;19.4615635047033;0.71;16.0;0.361;0.593;0.355;0.133;0.691;0.542;0.113;condominium;;;no;no;no;no;no;1400
lodz;blockOfFlats;29.0;1.0;5.0;11.0;;51.7996860233802;19.4436100282122;lut.16;13.0;0.364;sty.37;0.603;0.142;0.332;1.625;0.304;condominium;;;no;no;no;no;no;1900
lodz;apartmentBuilding;41.66;2.0;2.0;6.0;2021.0;51.74581;19.4372359;kwi.15;3.0;0.738;1.031;0.992;0.757;0.458;1.131;0.572;condominium;brick;;yes;yes;yes;no;no;2000
lodz;tenement;107.0;5.0;4.0;5.0;;51.7729386;19.4819763;02.sty;4.0;0.446;0.724;0.672;0.428;0.709;0.665;0.018;condominium;brick;;no;yes;yes;no;no;2500
lodz;blockOfFlats;28.0;1.0;;4.0;;51.7319391544349;19.5028967515777;cze.43;12.0;0.218;sty.76;0.731;0.167;0.392;2.396;0.159;condominium;concreteSlab;;no;no;no;no;no;1400
lodz;apartmentBuilding;53.35;2.0;1.0;4.0;2022.0;51.74821235;19.46683781;mar.79;9.0;0.23;0.497;0.786;0.088;0.191;0.642;0.535;condominium;brick;premium;yes;yes;yes;no;no;2900
lodz;blockOfFlats;28.0;1.0;5.0;7.0;1960.0;51.78843;19.46433;01.sty;19.0;0.188;0.677;0.048;0.129;0.474;0.848;0.012;condominium;brick;;yes;yes;yes;no;yes;1400
lodz;tenement;40.0;2.0;2.0;4.0;;51.76357;19.47113;lut.29;10.0;0.375;0.819;0.496;0.552;0.236;0.277;0.628;condominium;brick;;no;no;no;no;no;2000
lodz;apartmentBuilding;72.0;3.0;2.0;6.0;2021.0;51.7811049;19.4264641;sty.95;8.0;0.133;1.016;0.516;0.178;0.514;0.747;0.145;condominium;brick;premium;yes;yes;yes;no;no;3300
lodz;apartmentBuilding;37.2;2.0;4.0;6.0;2022.0;51.7715;19.4423;sty.41;17.0;0.138;0.817;0.331;0.481;0.242;1.521;0.115;condominium;brick;premium;yes;yes;yes;yes;no;2300
lodz;blockOfFlats;37.0;2.0;;4.0;;51.79047;19.47354;sty.63;14.0;0.139;1.307;0.326;0.177;0.232;1.433;0.255;condominium;;;yes;no;;no;no;1340
lodz;blockOfFlats;43.0;2.0;5.0;5.0;;51.74734;19.48958;kwi.49;18.0;0.399;0.667;0.321;0.138;0.061;lut.21;0.276;condominium;;;yes;yes;no;no;no;2000
lodz;;35.0;1.0;3.0;4.0;;51.7610959;19.5314573;maj.74;12.0;0.486;0.465;0.639;0.363;0.235;sty.49;0.34;condominium;;;no;no;;no;no;1090
lodz;blockOfFlats;70.81;3.0;2.0;4.0;;51.7904727;19.473539;sty.63;14.0;0.139;1.307;0.326;0.176;0.232;1.433;0.255;condominium;brick;;no;yes;no;no;no;2000
lodz;tenement;77.0;4.0;;;1950.0;51.7710636236947;19.4835269913957;lut.29;3.0;0.561;0.771;0.903;0.225;0.606;0.568;0.242;condominium;brick;;yes;no;no;yes;no;3000
lodz;;52.28;2.0;2.0;4.0;2012.0;51.7527046;19.4774588;mar.56;10.0;0.155;0.393;0.386;0.572;0.072;1.452;0.408;condominium;brick;;no;yes;yes;yes;no;2000
lodz;tenement;129.58;4.0;1.0;3.0;;51.7746118;19.4539425;0.77;40.0;0.136;0.071;0.09;0.247;0.097;0.864;0.07;condominium;brick;;no;no;no;no;no;3500
lodz;apartmentBuilding;36.33;2.0;5.0;6.0;2022.0;51.77863;19.453735;0.33;54.0;0.331;0.434;0.499;0.279;0.126;0.463;0.051;condominium;brick;;no;no;yes;no;yes;2000
lodz;;61.5;3.0;4.0;4.0;2024.0;51.77124;19.47166;sty.63;14.0;0.5;0.333;0.523;0.351;0.075;0.504;0.087;condominium;;;no;no;;no;no;2818
lodz;;56.7;2.0;2.0;4.0;2024.0;51.77124;19.47166;sty.63;14.0;0.5;0.333;0.523;0.351;0.075;0.504;0.087;condominium;;;no;no;;no;no;2471
lodz;apartmentBuilding;40.0;2.0;4.0;4.0;2024.0;51.77124;19.47166;sty.63;14.0;0.5;0.333;0.523;0.351;0.075;0.504;0.087;condominium;brick;;no;no;;no;no;1956
lodz;tenement;36.0;2.0;1.0;4.0;;51.7719;19.4576;01.wrz;52.0;0.296;0.451;0.31;0.01;0.097;0.988;0.12;condominium;brick;;no;no;yes;yes;no;1700
lodz;;28.sie;2.0;2.0;2.0;;51.77805556;19.42777778;01.wrz;12.0;0.054;0.94;0.585;0.194;0.177;1.067;0.163;condominium;;;yes;no;;no;no;1900
lodz;blockOfFlats;34.0;2.0;4.0;11.0;;51.7387555;19.4447223;04.sie;8.0;0.275;1.912;0.706;0.052;0.283;0.712;0.652;condominium;;;no;yes;no;no;no;1600
lodz;apartmentBuilding;40.0;2.0;4.0;6.0;;51.7457489;19.4374833;kwi.15;3.0;0.735;01.maj;0.993;0.775;0.458;1.117;0.575;condominium;brick;;yes;yes;yes;yes;no;2400
lodz;blockOfFlats;36.0;2.0;3.0;4.0;1964.0;51.7813;19.4518;0.21;47.0;0.413;0.732;0.466;0.253;0.111;0.405;0.229;condominium;brick;;yes;no;no;no;yes;1200
lodz;apartmentBuilding;85.0;3.0;1.0;2.0;2022.0;51.7246676;19.44219589;cze.38;4.0;0.631;2.333;0.877;0.262;0.281;1.217;0.202;condominium;brick;premium;no;yes;no;no;no;4000
lodz;;52.0;2.0;1.0;4.0;2008.0;51.7532941;19.4705014;mar.32;12.0;0.357;0.574;0.837;0.368;0.412;1.044;0.09;condominium;;;no;no;;no;no;2200
lodz;;37.0;2.0;3.0;10.0;1980.0;51.7733009;19.4983757;mar.14;5.0;0.284;1.469;1.442;0.744;0.672;0.46;0.492;condominium;;;no;no;yes;no;no;1700
lodz;blockOfFlats;42.0;2.0;1.0;4.0;;51.73165;19.50445;cze.51;11.0;0.29;sty.81;0.832;0.195;0.479;02.maj;0.27;condominium;;;yes;yes;no;no;no;1800
lodz;tenement;69.0;3.0;2.0;2.0;;51.7742203;19.4733187;sty.51;22.0;0.214;0.113;0.655;0.089;0.204;0.201;0.319;condominium;brick;;no;yes;no;yes;no;3000
lodz;blockOfFlats;34.03;2.0;2.0;2.0;2023.0;51.7705957;19.5155459;kwi.35;2.0;0.398;1.731;1.344;0.8;0.648;0.26;0.866;condominium;;premium;yes;yes;no;no;no;2100
lodz;apartmentBuilding;35.0;1.0;6.0;6.0;;51.760361;19.4728598;lut.66;12.0;0.368;0.804;0.838;0.429;0.128;0.579;0.576;condominium;brick;;no;yes;yes;no;no;2000
lodz;blockOfFlats;46.0;2.0;1.0;4.0;1981.0;51.8210741;19.4418821;kwi.49;12.0;0.34;0.42;0.165;0.187;0.056;mar.39;0.122;condominium;concreteSlab;low;yes;yes;no;no;no;1400
lodz;blockOfFlats;45.13;2.0;3.0;4.0;;51.795389;19.436659;sty.98;16.0;0.069;0.768;0.336;0.186;0.266;1.276;0.217;condominium;concreteSlab;;no;yes;no;no;yes;1400
lodz;apartmentBuilding;77.0;3.0;2.0;4.0;2011.0;51.8172419;19.4056885;maj.21;0.0;1.245;1.854;0.917;1.288;0.939;2.891;0.915;condominium;brick;;yes;yes;yes;yes;no;3400
lodz;blockOfFlats;40.0;2.0;;4.0;;51.77396;19.47062;sty.38;25.0;0.189;0.079;0.531;0.102;0.099;0.196;0.239;condominium;brick;;no;no;;no;no;1300
lodz;blockOfFlats;47.0;3.0;4.0;10.0;;51.7479745;19.4208084;04.kwi;16.0;0.456;0.343;0.347;0.209;0.352;lut.22;0.195;condominium;;;yes;yes;yes;no;yes;1750
lodz;apartmentBuilding;44.88;2.0;2.0;5.0;2019.0;51.748132;19.4750969;mar.97;5.0;0.313;0.089;0.841;0.657;0.519;sty.21;0.468;condominium;brick;;yes;yes;yes;no;no;2200
lodz;apartmentBuilding;32.5;1.0;4.0;4.0;;51.75551;19.45398;lut.89;26.0;0.078;0.561;0.082;0.577;0.246;0.734;0.339;condominium;brick;;no;yes;no;no;no;2200
lodz;blockOfFlats;25.0;1.0;2.0;2.0;;51.73536;19.47222;maj.27;23.0;0.233;0.056;0.141;0.248;0.109;0.664;0.084;condominium;;;yes;no;;no;no;1200
lodz;;35.0;2.0;;2.0;;51.75435;19.48394;mar.63;11.0;0.086;0.302;0.097;0.168;0.177;sty.59;0.179;condominium;;;no;no;no;no;no;1500
lodz;apartmentBuilding;38.0;2.0;;;;51.7609927;19.4725638;lut.59;10.0;0.34;0.799;0.77;0.496;0.064;0.514;0.572;condominium;brick;;yes;no;yes;yes;yes;2350
lodz;blockOfFlats;63.0;3.0;4.0;4.0;;51.817599;19.4426304;04.sty;8.0;0.705;0.28;0.372;0.205;0.387;3.526;0.267;condominium;;;no;yes;no;no;no;2400
lodz;apartmentBuilding;38.0;2.0;4.0;6.0;2007.0;51.761948;19.461336;lut.22;44.0;0.155;0.341;0.569;0.181;0.069;0.481;0.205;condominium;brick;;no;no;yes;no;no;1600
lodz;apartmentBuilding;38.0;2.0;4.0;6.0;2007.0;51.762341;19.465802;lut.26;31.0;0.226;0.552;0.449;0.256;0.2;0.235;0.325;condominium;brick;;no;no;yes;no;no;1600
lodz;blockOfFlats;56.0;3.0;10.0;10.0;1970.0;51.7470221177775;19.4236027644486;kwi.39;10.0;0.391;0.364;0.535;0.1;0.5;2.034;0.177;condominium;;;no;yes;yes;no;no;1750
lodz;blockOfFlats;53.5;2.0;;4.0;2000.0;51.7312811;19.4788456;maj.83;23.0;0.36;0.591;0.216;0.245;0.053;0.745;0.272;condominium;brick;;no;yes;no;no;no;2000
lodz;apartmentBuilding;61.0;3.0;4.0;4.0;2022.0;51.74848;19.46754;mar.78;10.0;0.269;0.447;0.835;0.14;0.239;0.69;0.491;condominium;brick;premium;yes;yes;yes;no;no;3800
lodz;apartmentBuilding;59.12;2.0;4.0;7.0;2013.0;51.76377631;19.4576025;sty.98;69.0;0.231;0.223;0.486;0.157;0.073;0.667;0.176;condominium;brick;;yes;yes;yes;no;no;3000
lodz;apartmentBuilding;49.0;2.0;1.0;4.0;2022.0;51.7771361;19.45708822;0.51;32.0;0.095;0.389;0.353;0.125;0.069;0.548;0.065;condominium;brick;premium;no;no;yes;no;no;2900
lodz;blockOfFlats;42.0;2.0;3.0;3.0;;51.75211473;19.4699192;mar.43;8.0;0.461;0.485;0.9;0.318;0.453;0.947;0.07;condominium;;;no;no;no;no;no;1800
